GenderSelect,Country,Age,EmploymentStatus,StudentStatus,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,LearningDataScienceTime,FormalEducation,MajorSelect,EmployerIndustry,EmployerSize,RemoteWork,CompensationAmount,CompensationCurrency,JobSatisfaction
Male,United States,37.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,Python,,Bachelor's degree,Electrical Engineering,Hospitality/Entertainment/Sports,"5,000 to 9,999 employees",Sometimes,92600,USD,7
Male,Colombia,25.0,Employed full-time,,Data Scientist,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",Python,,Bachelor's degree,Electrical Engineering,Mix of fields,10 to 19 employees,Sometimes,25000000,COP,6
Male,United States,61.0,"Not employed, but looking for work",,,,R,< 1 year,Bachelor's degree,Electrical Engineering,,,,,,
Male,United States,41.0,Employed full-time,,Other,Employed by college or university,Python,,Doctoral degree,Biology,Academic,500 to 999 employees,Sometimes,"250,000",USD,8
Male,United States,54.0,I prefer not to say,No,,,,,,,,,,,,
Male,New Zealand,24.0,Employed full-time,,Other,Employed by a company that doesn't perform advanced analytics,R,1-2 years,,Mathematics or statistics,Retail,,,,,
Male,United States,28.0,"Not employed, but looking for work",,,,R,1-2 years,Master's degree,Engineering (non-computer focused),,,,,,
Male,United States,27.0,Employed full-time,,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,,Master's degree,Computer Science,CRM/Marketing,10 to 19 employees,Sometimes,95000,USD,6
Female,France,30.0,"Not employed, but looking for work",,,,Python,1-2 years,Doctoral degree,Mathematics or statistics,,,,,,
Male,United States,47.0,Employed full-time,,Other,Employed by professional services/consulting firm,R,,Bachelor's degree,Mathematics or statistics,Financial,"10,000 or more employees",Sometimes,,,5
Male,Italy,48.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,Python,,Master's degree,Mathematics or statistics,Technology,100 to 499 employees,Never,40000,EUR,4
Male,Spain,30.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,SQL,,Master's degree,Physics,Internet-based,100 to 499 employees,Always,"110,000",USD,9
Male,United States,33.0,Employed full-time,,Business Analyst,Employed by a company that doesn't perform advanced analytics,Python,,Master's degree,Electrical Engineering,Other,"10,000 or more employees",Sometimes,117000,,8
Female,United States,35.0,"Not employed, but looking for work",,,,Python,3-5 years,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,Taiwan,22.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,Management information systems,,,,,,
Male,Brazil,27.0,Employed full-time,,Data Scientist,"Employed by professional services/consulting firm,Employed by non-profit or NGO",R,,Master's degree,Mathematics or statistics,Mix of fields,500 to 999 employees,Rarely,143000,BRL,8
Male,United States,62.0,Employed full-time,,Engineer,Employed by a company that performs advanced analytics,Python,,Bachelor's degree,Engineering (non-computer focused),Manufacturing,I prefer not to answer,Sometimes,85000,USD,I prefer not to share
Male,United States,30.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,Python,,Doctoral degree,Engineering (non-computer focused),Internet-based,100 to 499 employees,Rarely,120000,USD,7
Male,United Kingdom,27.0,Employed full-time,,Scientist/Researcher,Employed by college or university,Python,,Master's degree,Electrical Engineering,Academic,"10,000 or more employees",Sometimes,15000,GBP,6
Male,United States,57.0,Employed full-time,,Other,Employed by professional services/consulting firm,R,,Some college/university study without earning a bachelor's degree,Engineering (non-computer focused),Manufacturing,"10,000 or more employees",Sometimes,200000,USD,5
Male,United States,38.0,Employed full-time,,Scientist/Researcher,Employed by government,Python,1-2 years,Doctoral degree,A humanities discipline,Military/Security,,,,,
Female,Chile,26.0,Employed full-time,,Computer Scientist,,Python,,Master's degree,Computer Science,Academic,20 to 99 employees,Rarely,"15,000,000",CLP,9
Male,Canada,27.0,Employed full-time,,Data Analyst,Employed by a company that performs advanced analytics,Python,,Master's degree,Electrical Engineering,Retail,100 to 499 employees,Rarely,60000,CAD,5
Male,India,23.0,"Not employed, but looking for work",,,,R,< 1 year,Bachelor's degree,Electrical Engineering,,,,,,
Male,United States,30.0,Employed full-time,,Engineer,Employed by a company that doesn't perform advanced analytics,Python,1-2 years,Master's degree,Engineering (non-computer focused),Other,,,,,
Male,United States,33.0,Employed full-time,,Data Scientist,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",Python,,Doctoral degree,Computer Science,Technology,10 to 19 employees,Sometimes,,,I prefer not to share
Male,United States,50.0,Employed full-time,,Data Scientist,Employed by government,SQL,,Some college/university study without earning a bachelor's degree,Electrical Engineering,Government,"1,000 to 4,999 employees",Sometimes,120000,USD,8
Male,United States,28.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,,Bachelor's degree,Other,Financial,20 to 99 employees,Rarely,117000,USD,7
Male,United States,35.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,Python,,Doctoral degree,Physics,Technology,100 to 499 employees,Most of the time,165000,USD,9
Female,United States,34.0,Employed full-time,,Other,Employed by professional services/consulting firm,R,,Doctoral degree,A humanities discipline,Other,100 to 499 employees,Never,86000,USD,9
Male,United States,60.0,Employed full-time,,,,,,,,,,,,,
Male,United States,32.0,Employed full-time,,Programmer,Employed by a company that doesn't perform advanced analytics,Python,1-2 years,Bachelor's degree,Other,Insurance,,,,,
Female,United States,28.0,Employed full-time,,Data Analyst,Employed by company that makes advanced analytic software,Python,,Master's degree,Mathematics or statistics,Insurance,500 to 999 employees,Rarely,"70,000",USD,6
Male,Japan,43.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,,Bachelor's degree,Other,Technology,20 to 99 employees,Never,61000,,3
Male,United States,35.0,Employed full-time,,Machine Learning Engineer,Employed by professional services/consulting firm,Python,,Some college/university study without earning a bachelor's degree,Mathematics or statistics,Telecommunications,100 to 499 employees,Always,185000,USD,10 - Highly Satisfied
Male,India,21.0,"Not employed, but looking for work",,,,R,< 1 year,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,India,25.0,"Not employed, but looking for work",,,,R,< 1 year,Master's degree,Computer Science,,,,,,
Male,United States,34.0,Employed full-time,,,,,,,,,,,,,
Male,United States,25.0,Employed full-time,,Other,Employed by company that makes advanced analytic software,Python,,Master's degree,,Technology,500 to 999 employees,Sometimes,63000,USD,7
Male,United States,26.0,Employed full-time,,Scientist/Researcher,Employed by college or university,Python,,Doctoral degree,Electrical Engineering,Academic,"10,000 or more employees",Sometimes,,,8
Male,Mexico,26.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,Python,,Bachelor's degree,Mathematics or statistics,CRM/Marketing,Fewer than 10 employees,Sometimes,264000,MXN,8
Male,United Kingdom,34.0,"Not employed, and not looking for work",Yes,,,Scala,5-10 years,Master's degree,Computer Science,,,,,,
Male,Other,34.0,"Independent contractor, freelancer, or self-employed",,Data Analyst,Employed by a company that performs advanced analytics,Python,,Master's degree,,CRM/Marketing,,Rarely,30000,USD,6
Male,United States,26.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,,,Master's degree,,Financial,"10,000 or more employees",,,,
Male,United States,41.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Matlab,,Some college/university study without earning a bachelor's degree,Computer Science,Technology,20 to 99 employees,Sometimes,123000,USD,8
Male,Sweden,24.0,"Not employed, and not looking for work",Yes,,,R,1-2 years,Bachelor's degree,Mathematics or statistics,,,,,,
Male,Spain,26.0,Employed full-time,,Data Scientist,Employed by company that makes advanced analytic software,Python,,Doctoral degree,Biology,Mix of fields,Fewer than 10 employees,Sometimes,30000,EUR,7
Male,Colombia,37.0,I prefer not to say,Yes,,,Python,1-2 years,Master's degree,Electrical Engineering,,,,,,
Male,Russia,24.0,"Not employed, but looking for work",,,,Python,< 1 year,Master's degree,Mathematics or statistics,,,,,,
Female,United States,27.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,R,,Master's degree,A social science,Hospitality/Entertainment/Sports,"10,000 or more employees",Rarely,"120,000",USD,9
Male,Colombia,36.0,Employed full-time,,Other,Employed by professional services/consulting firm,R,3-5 years,Master's degree,Mathematics or statistics,Insurance,,,,,
Male,United States,33.0,Employed full-time,,Data Scientist,Employed by college or university,Python,,Doctoral degree,A social science,Academic,20 to 99 employees,Sometimes,"80,000",USD,9
Male,United States,59.0,Employed full-time,,Scientist/Researcher,Employed by a company that doesn't perform advanced analytics,Python,,Doctoral degree,Other,Pharmaceutical,"1,000 to 4,999 employees",Sometimes,,,9
Male,Italy,26.0,"Not employed, but looking for work",,,,Java,1-2 years,Master's degree,Mathematics or statistics,,,,,,
Male,Other,33.0,"Independent contractor, freelancer, or self-employed",,Business Analyst,Employed by a company that doesn't perform advanced analytics,R,,Master's degree,,CRM/Marketing,,Sometimes,2400000,KZT,3
Male,United Kingdom,37.0,Employed full-time,,Researcher,Employed by college or university,Python,,Doctoral degree,Computer Science,Academic,I don't know,Sometimes,"40,000",USD,5
Male,United Kingdom,44.0,"Independent contractor, freelancer, or self-employed",,Software Developer/Software Engineer,Self-employed,Python,,Bachelor's degree,"Information technology, networking, or system administration",Internet-based,,Sometimes,50000,GBP,6
Male,Canada,19.0,Employed part-time,,Scientist/Researcher,Employed by college or university,R,,Bachelor's degree,Biology,Academic,10 to 19 employees,,0,CAD,3
Male,United States,24.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,Electrical Engineering,,,,,,
Female,Taiwan,18.0,"Not employed, and not looking for work",Yes,,,,,,,,,,,,
Male,United States,29.0,Employed full-time,,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,,Bachelor's degree,Physics,Financial,"10,000 or more employees",Sometimes,"74,000",,4
Male,United States,38.0,Employed full-time,,Business Analyst,Employed by government,Python,3-5 years,Bachelor's degree,Management information systems,Government,,,,,
Female,Other,33.0,Employed full-time,,Other,Employed by a company that doesn't perform advanced analytics,C/C++/C#,1-2 years,Bachelor's degree,Mathematics or statistics,Retail,,,,,
Female,United States,41.0,Employed full-time,,Other,Employed by company that makes advanced analytic software,SQL,< 1 year,Bachelor's degree,Mathematics or statistics,Technology,,,,,
Female,United States,20.0,"Not employed, but looking for work",,,,Java,< 1 year,Some college/university study without earning a bachelor's degree,Computer Science,,,,,,
Female,Russia,22.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Mathematics or statistics,,,,,,
Male,Colombia,41.0,"Not employed, but looking for work",,,,Matlab,< 1 year,Professional degree,,,,,,,
Female,United States,38.0,"Not employed, but looking for work",,,,Python,1-2 years,Bachelor's degree,Computer Science,,,,,,
Male,Brazil,36.0,Employed full-time,,Programmer,Employed by professional services/consulting firm,Python,,Bachelor's degree,Electrical Engineering,Internet-based,100 to 499 employees,Rarely,"100,000",BRL,5
Male,United States,61.0,Employed full-time,,Other,Employed by professional services/consulting firm,Python,3-5 years,Master's degree,Management information systems,Military/Security,,,,,
